CASEID,immopi,illegchild,birthcit,wallmex,0,1,10,11,12,13,14,2,3,4,5,6,7,8,9
300001,4.333333333333333,2,4,7,0.03587667950325542,0.02475612060063415,0.01395108476281166,0.03644357596834501,0.010480198098553552,0.1707489478091399,0.020563487874137032,0.052401212933990686,0.03813463432921304,0.2720993522554636,0.2134412811448177,0.016712683273686302,0.03995022260480457,0.034045338434063724,0.006819993961188528
300004,3.3333333333333335,2,4,4,0.007877979251324897,0.08511178304931358,0.05503148762663904,0.0105098231054087,0.0027254683444263425,0.6036240252229821,0.0014152360967705612,0.025487723750944765,0.04691816543202873,0.05159726373686852,0.025743383171779294,0.04392629700641219,0.030640580957605655,0.005454579546113036,0.0008054003673052038
300007,3.6666666666666665,2,2,7,0.00961604730950578,0.09449912988024098,0.04298848035063912,0.020531790579558385,0.006465302791515054,0.3427517311880138,0.009110444019046928,0.02870504393738519,0.04094439183213404,0.039867255298563956,0.014366818995154698,0.05603719484929466,0.026678158770732763,0.008719897242977007,0.2503399764063935
300008,2.0,1,4,1,0.0226378514699693,0.09227858292737513,0.04080973849819992,0.023197419655561033,0.006391316661764068,0.3480471400964016,0.011848275541377618,0.03620160571655627,0.04919117868836455,0.16535054763612234,0.11281562532227041,0.032100477573519956,0.02680496728564458,0.019046930915081046,0.004854994070688316
300012,3.6666666666666665,3,1,7,0.0,0.0,0.0,0.0,0.003386577732296423,0.3575821852229133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.237523141448229
300018,6.666666666666667,6,7,7,0.004025631200580067,0.009553822915831305,0.0036490136703839302,0.006256931564309105,0.005305519423782108,0.04420120815375241,0.0033618702436529813,0.003824286312502787,0.009275501422077176,0.008431505195938955,0.003948571202359969,0.0045813859360135005,0.0055184903399465865,0.0037358610430137844,0.863038332815608
300020,2.3333333333333335,2,4,1,0.0,0.0,0.0,0.0,0.009511893366773922,0.03135498745721721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49336207698409756
300023,3.0,1,7,1,0.021226489915771876,0.0914367845746948,0.040432895703071896,0.02637472872932752,0.0028108944646035782,0.34187825896587726,0.01258965406142186,0.05268538807092764,0.04092370149777587,0.14664370325914064,0.13292396842256124,0.02718528343329655,0.03299577877027605,0.023593091768109135,0.0027851237852293004
300026,3.3333333333333335,2,7,1,0.0,0.0,0.0,0.0,0.0,0.28319870998246344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14231276495266268
300030,3.6666666666666665,3,1,7,0.01946377414368779,0.08636499682140682,0.03169427149473576,0.0,0.0,0.4166734230467976,0.0,0.03707827191011475,0.05201611333288594,0.13081463492182016,0.0,0.041253380523914966,0.02888443844900166,0.0,0.003763836056613469
300034,3.0,1,7,1,0.024078415277598113,0.1449326854198066,0.07671273239278767,0.05176513477139527,0.013043433514535841,0.16092907622228592,0.02770318664681169,0.05541100353400351,0.11451540740779466,0.10111818141483342,0.03809597674219245,0.08033742116177008,0.055811811579344325,0.036441186852479504,0.015760371571316673
300039,2.6666666666666665,1,6,1,0.02973314177399404,0.11298272445958783,0.05766142913315582,0.061973525033763084,0.01977610273629765,0.03330238332005932,0.04477998193391989,0.04424682841907081,0.1397225958405452,0.15895278780928568,0.06650997481096924,0.05814195032302093,0.06633906774044343,0.06513517679193978,0.03746812683431665
300040,5.0,7,1,7,0.019060430537854323,0.08642260319213053,0.046528275923468275,0.03351122005701559,0.007685085331814332,0.1969807009751366,0.017778665104598083,0.056079828541929125,0.047364205611868694,0.09117828175265782,0.07323922152732251,0.05544564935983524,0.03884189459105501,0.020285579997365286,0.20068481919728523
300041,3.0,2,6,1,0.0,0.0,0.0,0.0,0.0417981715012805,0.10600487778674492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2798077274366298
300045,4.666666666666667,6,4,4,0.029072674574515345,0.05674997607279659,0.02511488147514877,0.04715278049002759,0.01433027267048437,0.10958869824092993,0.027849100883398786,0.06877669864449727,0.09042414359473117,0.19421641619256722,0.17159967408192467,0.027464348292298664,0.05988984972735456,0.057520926844258254,0.01672337700227287
300046,5.0,2,6,7,0.0,0.0,0.0,0.0,0.0,0.16326261594388342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30823891804325343
300049,3.3333333333333335,2,6,2,0.029706823421282724,0.06086613300305448,0.044979813187383116,0.054252003338187936,0.0,0.07376857168756,0.09228411166230217,0.06759050269400815,0.04057963631217972,0.19146360316350566,0.10859800683471309,0.034755389491451516,0.04797025119360913,0.053716136912974576,0.03222832002589201
300050,4.666666666666667,2,6,6,0.009725121693104388,0.1400064875980922,0.03884213413189204,0.0,0.0,0.557661212394962,0.0,0.023690949758593823,0.05172832521131275,0.04096732995908026,0.0,0.06539510769578509,0.022255146595160605,0.0,0.00622953772208369
300053,3.0,2,6,1,0.023542503249377414,0.059370421395959765,0.027431813749903465,0.024018943031193923,0.007323925336926524,0.22037970618897768,0.012942410876957711,0.033904634702267,0.03831318198197555,0.15695237788766353,0.11093781614223026,0.022326959379388663,0.02666644012786617,0.019183639280083244,0.202908898887538
300056,5.0,5,6,4,0.026912534080209237,0.0788604841929757,0.05214400910994127,0.055428130019988336,0.011202518088329168,0.12395093738145772,0.03023599632941778,0.09675160061331495,0.05623668158899934,0.14055115998545217,0.1380440919150022,0.08295006323457947,0.06430113153118226,0.03624921986862781,0.0023718345806830457
300058,3.0,1,7,1,0.019764353567521657,0.13776163863825483,0.06251890250252855,0.03896603777468166,0.012435942016502539,0.23196881848179715,0.02148982002506173,0.042913820884094324,0.12628631650929284,0.10465888108436545,0.03867931325438606,0.06406456276883933,0.04679777246482663,0.03278398370910972,0.015552892786446098
300064,5.0,1,7,7,0.014268732127669666,0.0902757252761763,0.03523200321502505,0.023658579405814714,0.004453642716144284,0.4715540161086413,0.009124844836455747,0.03676684733219072,0.03478204462922915,0.09565006117357709,0.07865783059064997,0.04596446818895002,0.033856975099514366,0.016473184557992165,0.006078743506997256
300070,5.666666666666667,6,4,7,0.007537670761600814,0.07445315873800692,0.056576167730699206,0.013628660193221136,0.0020071457309479065,0.6595106768337163,0.0013928446622396057,0.026729385887103326,0.0394322470634837,0.033939364440315825,0.02565425158139657,0.024682442657649517,0.02402444611388174,0.006488743164068596,0.00047899132848463273
300072,4.666666666666667,6,1,7,0.009696977854379745,0.11597892452841004,0.0449541079442636,0.017733113887138247,0.004419320998546937,0.5653412268033681,0.005163518897598096,0.021716770951224148,0.03897944456776828,0.0523964590706282,0.0193501348590116,0.0588638295745875,0.028593333753484846,0.006719418540525805,0.007116586420751628
300082,2.6666666666666665,2,5,1,0.025841073212879043,0.1445548408664763,0.09822232919257312,0.06942128407813254,0.01784842830772201,0.05770949073845432,0.039463170005806854,0.11158612475153945,0.0902835183643869,0.05569145248848058,0.019507266044439305,0.15863374243712142,0.07895436392476161,0.026763957126864364,0.0017784543956319491
300085,5.333333333333333,3,6,7,0.0,0.0,0.0,0.0,0.050976562692227265,0.03579829728700824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5529617922825778
300092,2.6666666666666665,2,2,4,0.026497530048398395,0.08664378721105385,0.03260250098831793,0.0,0.0,0.23942309482337815,0.0,0.04857667441829994,0.060286482570826146,0.16670834823147235,0.0,0.050850427635878756,0.0415336558938344,0.0,0.01123705549906979
300093,5.666666666666667,6,4,7,0.02678945863412486,0.12421764524446594,0.021171346596545643,0.0,0.0,0.3429633403817813,0.0,0.02624941778679689,0.07202719549338023,0.16273388982646997,0.0,0.05557396228735646,0.016746565596097045,0.0,0.007121582391361396
300094,3.0,1,7,1,0.0,0.0,0.0,0.0,0.023985747384887585,0.03754957009507924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3351976889914144
300099,3.3333333333333335,2,4,4,0.007947669106994498,0.018262002752656253,0.00702498309515618,0.011874138691274762,0.007270124090328162,0.046456795230337466,0.006472182289741763,0.00736241327432176,0.01732590108753614,0.015734268003869453,0.007601683219728252,0.00877828813562646,0.01042165689890635,0.007192179326378506,0.7953905748230504
300100,2.0,2,2,2,0.02450314295545192,0.054413297998425265,0.027240539241668204,0.0356493394791761,0.008465985454975525,0.11138704763183198,0.01713658487173843,0.03502139303943458,0.05378550450907617,0.1640242990216243,0.1177759724298615,0.02801510119640033,0.03616210010476571,0.02970877201059427,0.24467567756731187
